date,Vrms,Irms,Power
Sat Jan 16 2016 00:00:00 GMT-0800 (PST),120.363157864,6.51220205275,783.82920372
Sat Jan 16 2016 00:02:00 GMT-0800 (PST),117.253237624,6.98300427488,818.779859572
Sat Jan 16 2016 00:04:00 GMT-0800 (PST),120.034311745,6.22063387718,746.689506067
Sat Jan 16 2016 00:06:00 GMT-0800 (PST),119.242037139,6.37019877297,759.595478671
Sat Jan 16 2016 00:08:00 GMT-0800 (PST),117.374609667,6.94416140524,815.068234408
Sat Jan 16 2016 00:10:00 GMT-0800 (PST),121.457007862,6.87352009848,834.837184641
Sat Jan 16 2016 00:12:00 GMT-0800 (PST),118.353084254,6.82169074107,807.368139033
Sat Jan 16 2016 00:14:00 GMT-0800 (PST),115.798736265,7.09154067134,821.191447912
Sat Jan 16 2016 00:16:00 GMT-0800 (PST),118.633367582,6.92147515058,821.11790575
Sat Jan 16 2016 00:18:00 GMT-0800 (PST),116.894544034,7.14719501425,835.468102314
Sat Jan 16 2016 00:20:00 GMT-0800 (PST),119.509827202,6.77510751317,809.691928173
Sat Jan 16 2016 00:22:00 GMT-0800 (PST),116.91567078,7.24212609038,846.718029733
Sat Jan 16 2016 00:24:00 GMT-0800 (PST),122.5970561,6.77912513289,831.100784228
Sat Jan 16 2016 00:26:00 GMT-0800 (PST),120.148544702,6.4182604788,771.144656045
Sat Jan 16 2016 00:28:00 GMT-0800 (PST),118.806047812,6.40467362747,760.913961207
Sat Jan 16 2016 00:30:00 GMT-0800 (PST),118.305168755,6.9404253787,821.088195656
Sat Jan 16 2016 00:32:00 GMT-0800 (PST),119.066564212,6.70586482189,798.44428441
Sat Jan 16 2016 00:34:00 GMT-0800 (PST),120.792585561,6.62702915446,800.495986154
Sat Jan 16 2016 00:36:00 GMT-0800 (PST),120.547689387,6.74410547145,812.986331562
Sat Jan 16 2016 00:38:00 GMT-0800 (PST),122.172424749,6.18741889743,755.931969638
Sat Jan 16 2016 00:40:00 GMT-0800 (PST),120.741519592,6.36844520475,768.935751461
Sat Jan 16 2016 00:42:00 GMT-0800 (PST),119.239478957,6.69008512329,797.722264282
Sat Jan 16 2016 00:44:00 GMT-0800 (PST),121.637017371,6.9052375632,839.932501427
Sat Jan 16 2016 00:46:00 GMT-0800 (PST),118.726816623,6.45617439762,766.521033793
Sat Jan 16 2016 00:48:00 GMT-0800 (PST),122.565445227,6.81162596498,834.869969119
Sat Jan 16 2016 00:50:00 GMT-0800 (PST),118.282097334,6.25063506211,739.338224814
Sat Jan 16 2016 00:52:00 GMT-0800 (PST),123.030681686,6.37163884073,783.90707003
Sat Jan 16 2016 00:54:00 GMT-0800 (PST),117.982549668,6.32665195787,746.434528852
Sat Jan 16 2016 00:56:00 GMT-0800 (PST),117.522547186,7.17117581405,842.774847986
Sat Jan 16 2016 00:58:00 GMT-0800 (PST),122.377593256,6.93590583056,848.799462595
Sat Jan 16 2016 01:00:00 GMT-0800 (PST),119.382421496,6.17831963709,737.58275905
Sat Jan 16 2016 01:02:00 GMT-0800 (PST),119.867434527,6.17474364758,740.150679901
Sat Jan 16 2016 01:04:00 GMT-0800 (PST),119.071758296,6.40175634384,762.268384041
Sat Jan 16 2016 01:06:00 GMT-0800 (PST),117.679990186,6.75632786661,795.084597038
Sat Jan 16 2016 01:08:00 GMT-0800 (PST),121.860350225,6.19586747471,755.030580414
Sat Jan 16 2016 01:10:00 GMT-0800 (PST),121.22125511,6.14780248203,745.24433304
Sat Jan 16 2016 01:12:00 GMT-0800 (PST),119.973019839,6.47961838048,777.379384509
Sat Jan 16 2016 01:14:00 GMT-0800 (PST),118.57278484,6.63728617888,787.001506012
Sat Jan 16 2016 01:16:00 GMT-0800 (PST),118.482177028,6.56668547659,778.035191123
Sat Jan 16 2016 01:18:00 GMT-0800 (PST),122.16473821,6.30882922524,770.716470714
Sat Jan 16 2016 01:20:00 GMT-0800 (PST),119.71945305,6.34942529427,760.149723411
Sat Jan 16 2016 01:22:00 GMT-0800 (PST),121.397558607,6.57691842121,798.421839496
Sat Jan 16 2016 01:24:00 GMT-0800 (PST),118.859497763,6.87141104344,816.732465545
Sat Jan 16 2016 01:26:00 GMT-0800 (PST),120.038520753,6.10370342849,732.679530672
Sat Jan 16 2016 01:28:00 GMT-0800 (PST),119.066878946,6.4540935143,768.468771174
Sat Jan 16 2016 01:30:00 GMT-0800 (PST),124.099051417,6.60447878346,819.60955213
Sat Jan 16 2016 01:32:00 GMT-0800 (PST),117.978390303,6.18099402487,729.223725528
Sat Jan 16 2016 01:34:00 GMT-0800 (PST),124.057871707,6.17089369465,765.547938291
Sat Jan 16 2016 01:36:00 GMT-0800 (PST),115.685669724,6.6800501241,772.786072395
Sat Jan 16 2016 01:38:00 GMT-0800 (PST),119.064448562,6.60440115453,786.349381549
Sat Jan 16 2016 01:40:00 GMT-0800 (PST),119.039893242,6.82809625038,812.81584869
Sat Jan 16 2016 01:42:00 GMT-0800 (PST),116.229032458,6.47410035175,752.478419917
Sat Jan 16 2016 01:44:00 GMT-0800 (PST),119.027004348,6.49098288474,772.602248045
Sat Jan 16 2016 01:46:00 GMT-0800 (PST),122.776292524,5.87219992174,720.966935351
Sat Jan 16 2016 01:48:00 GMT-0800 (PST),117.271592163,6.50151814809,762.443384705
Sat Jan 16 2016 01:50:00 GMT-0800 (PST),119.415499133,6.10308249178,728.802642003
Sat Jan 16 2016 01:52:00 GMT-0800 (PST),119.326425796,6.41673386943,765.685917922
Sat Jan 16 2016 01:54:00 GMT-0800 (PST),119.090855832,6.05989697668,721.678317206
Sat Jan 16 2016 01:56:00 GMT-0800 (PST),118.351674901,6.56604197901,777.102065685
Sat Jan 16 2016 01:58:00 GMT-0800 (PST),121.872959725,5.86224833209,714.449554873
Sat Jan 16 2016 02:00:00 GMT-0800 (PST),121.679031725,6.06194132405,737.611150685
Sat Jan 16 2016 02:02:00 GMT-0800 (PST),121.400552281,5.79011817792,702.92354457
